worker_id,city,zone,date,day_of_week,hours_worked,orders_completed,rainfall_mm,aqi,temperature_c,humidity_pct,earnings,target_earnings
GK-10848,Delhi,Janakpuri,2025-11-10,0,6.0,15,0.0,462,43.0,35.2,513.53,513.53
GK-11240,Mumbai,Borivali,2026-01-13,1,10.8,29,0.0,246,19.8,38.7,1040.82,1040.82
GK-10731,Chennai,Guindy,2025-10-22,2,10.1,18,51.3,170,33.4,76.8,873.81,873.81
GK-10337,Mumbai,Malad,2025-10-08,2,6.6,14,0.0,137,34.1,35.1,763.97,763.97
GK-10583,Mumbai,Navi Mumbai,2026-01-04,6,14.0,34,0.0,190,20.6,43.4,1741.25,1741.25
GK-10647,Mumbai,Navi Mumbai,2026-02-20,4,8.8,25,10.3,95,27.0,36.3,1054.29,1054.29
GK-11991,Mumbai,Goregaon,2026-02-20,4,10.5,20,0.0,196,23.1,37.8,1766.32,1766.32
GK-10438,Mumbai,Dadar,2025-11-07,4,12.3,20,0.0,112,32.8,69.4,981.15,981.15
GK-11101,Chennai,Adyar,2025-10-17,4,12.5,35,10.4,175,35.5,94.6,1144.97,1144.97
GK-10054,Mumbai,Thane,2026-03-12,3,7.7,17,0.0,99,30.6,37.0,941.61,941.61
GK-11874,Chennai,Mylapore,2025-11-23,6,11.2,26,12.4,129,33.8,79.7,1712.67,1712.67
GK-11174,Delhi,Karol Bagh,2025-11-01,5,12.7,35,0.0,500,26.3,57.8,1735.77,1735.77
GK-11266,Mumbai,Thane,2026-03-08,6,10.5,16,0.0,141,36.2,44.1,926.07,926.07
GK-11825,Delhi,Saket,2026-02-22,6,9.9,23,0.0,95,38.1,32.2,1405.58,1405.58
GK-11388,Chennai,Adyar,2025-12-08,0,12.1,31,39.9,192,21.2,86.6,971.98,971.98
GK-11083,Mumbai,Powai,2026-02-22,6,8.3,23,0.0,128,21.3,62.0,1060.25,1060.25
GK-11846,Mumbai,Andheri,2025-12-21,6,7.1,13,0.0,41,30.5,66.6,1011.9,1011.9
GK-11219,Chennai,Mylapore,2025-12-29,0,5.8,11,0.0,131,34.5,80.7,669.4,669.4
GK-10667,Chennai,Adyar,2026-03-20,4,7.9,16,0.0,98,33.8,61.4,764.95,764.95
GK-11976,Delhi,Lajpat Nagar,2025-10-17,4,14.0,33,0.0,116,40.7,57.5,1642.55,1642.55
GK-10023,Mumbai,Powai,2025-11-28,4,8.1,16,0.0,215,36.2,66.6,1142.63,1142.63
GK-11905,Delhi,Karol Bagh,2025-10-07,1,5.3,12,0.0,84,31.6,64.1,689.37,689.37
GK-10449,Mumbai,Kurla,2025-11-07,4,5.7,14,0.0,126,35.5,53.6,885.86,885.86
GK-10379,Delhi,Karol Bagh,2025-11-25,1,10.2,15,0.0,377,29.0,63.9,1413.9,1413.9
GK-10884,Mumbai,Goregaon,2025-10-23,3,10.9,19,0.0,142,32.9,48.2,1336.74,1336.74
GK-11434,Mumbai,Dadar,2025-11-06,3,13.5,20,0.0,204,27.6,38.7,986.63,986.63
GK-10488,Mumbai,Dadar,2026-03-16,0,12.1,24,0.0,95,35.8,50.0,2043.1,2043.1
GK-11449,Mumbai,Bandra,2025-10-08,2,12.8,26,0.0,144,29.8,69.4,1761.11,1761.11
GK-10612,Chennai,Anna Nagar,2025-12-03,2,11.9,19,22.8,142,29.1,54.9,916.82,916.82
GK-10151,Chennai,Porur,2025-11-10,0,8.7,19,0.0,134,28.5,66.6,1094.2,1094.2
GK-11958,Mumbai,Dadar,2026-01-02,4,10.1,15,0.0,114,30.9,38.7,975.76,975.76
GK-10626,Mumbai,Goregaon,2026-01-25,6,6.0,11,0.0,158,21.9,68.0,1106.55,1106.55
GK-11012,Mumbai,Bandra,2025-12-13,5,12.5,33,0.4,51,21.6,63.2,2429.35,2429.35
GK-10481,Mumbai,Andheri,2026-02-11,2,9.5,25,0.0,101,19.1,42.4,811.88,811.88
GK-11808,Delhi,Saket,2025-11-23,6,6.6,14,0.0,440,44.7,57.3,668.46,668.46
GK-10862,Mumbai,Powai,2026-03-21,5,7.9,13,0.0,165,34.8,69.5,434.97,434.97
GK-10900,Mumbai,Dadar,2025-11-18,1,12.2,25,0.0,147,29.2,61.4,1324.48,1324.48
GK-10338,Delhi,Connaught Place,2026-01-15,3,10.2,22,0.0,304,34.4,40.5,886.36,886.36
GK-10507,Delhi,Janakpuri,2025-12-31,2,12.0,35,14.5,320,18.3,45.4,748.89,748.89
GK-10834,Mumbai,Thane,2026-03-13,4,11.0,29,0.0,170,31.0,49.1,1728.84,1728.84
GK-10618,Delhi,Dwarka,2026-02-10,1,7.7,16,0.0,83,23.8,55.5,755.37,755.37
GK-10786,Delhi,Dwarka,2025-11-09,6,9.9,16,0.0,393,29.1,35.5,1633.24,1633.24
GK-10051,Chennai,Velachery,2026-02-07,5,12.1,29,0.0,166,25.6,58.5,2333.67,2333.67
GK-10688,Chennai,Sholinganallur,2025-10-03,4,8.5,23,80.9,143,33.3,88.3,783.83,783.83
GK-10693,Delhi,Nehru Place,2026-01-04,6,13.1,21,0.0,388,34.4,55.6,1987.16,1987.16
GK-11091,Delhi,Saket,2026-01-20,1,11.7,22,0.0,262,22.9,42.8,1949.5,1949.5
GK-10057,Mumbai,Powai,2025-10-28,1,7.6,12,0.0,106,33.7,38.9,1159.19,1159.19
GK-11243,Chennai,Porur,2026-03-14,5,10.0,27,0.0,207,29.0,43.3,1285.39,1285.39
GK-10017,Chennai,Guindy,2025-11-13,3,14.0,30,0.0,131,28.0,77.6,1953.42,1953.42
GK-10719,Mumbai,Goregaon,2026-02-16,0,10.9,27,0.0,87,29.0,31.5,1065.59,1065.59
GK-10669,Mumbai,Dadar,2026-02-25,2,9.2,19,0.0,192,29.0,51.1,1090.59,1090.59
GK-10097,Mumbai,Kurla,2025-12-16,1,12.0,22,0.0,214,22.4,30.1,1404.77,1404.77
GK-10059,Mumbai,Borivali,2026-03-23,0,7.4,14,0.0,20,26.5,31.9,869.65,869.65
GK-10989,Chennai,Anna Nagar,2026-03-21,5,7.7,17,0.0,133,35.8,61.8,1300.54,1300.54
GK-10111,Chennai,Tambaram,2025-10-06,0,13.0,30,0.0,261,34.9,81.7,1113.34,1113.34
GK-10953,Chennai,Chromepet,2025-12-15,0,10.8,28,0.0,188,27.9,62.2,1424.82,1424.82
GK-11360,Mumbai,Dadar,2026-01-03,5,11.6,20,0.0,73,30.7,63.2,1621.26,1621.26
GK-11107,Delhi,Dwarka,2026-02-16,0,4.5,10,0.0,57,21.9,49.9,551.57,551.57
GK-11331,Chennai,T. Nagar,2026-03-15,6,6.8,19,0.0,180,31.0,37.3,1039.75,1039.75
GK-11334,Mumbai,Bandra,2026-03-15,6,10.4,31,0.0,198,28.5,58.8,850.21,850.21
GK-11106,Delhi,Nehru Place,2026-01-01,3,10.5,28,2.0,250,22.9,43.1,1396.43,1396.43
GK-11830,Chennai,Mylapore,2026-03-29,6,6.8,18,0.0,121,37.0,33.3,553.82,553.82
GK-11438,Mumbai,Malad,2025-11-25,1,7.6,15,0.0,50,25.1,42.7,685.38,685.38
GK-11001,Mumbai,Navi Mumbai,2025-10-03,4,8.4,19,0.0,106,27.4,30.4,1051.39,1051.39
GK-10908,Chennai,Sholinganallur,2025-12-23,1,13.1,20,0.0,151,32.7,68.9,1658.71,1658.71
GK-11811,Chennai,T. Nagar,2026-02-07,5,14.0,37,0.0,106,32.4,53.8,1610.51,1610.51
GK-10207,Delhi,Connaught Place,2026-03-08,6,6.1,14,0.0,132,41.5,30.9,662.85,662.85
GK-11253,Mumbai,Powai,2026-01-19,0,7.7,14,0.0,99,22.6,62.1,934.04,934.04
GK-11414,Delhi,Saket,2025-11-24,0,5.7,16,0.0,442,23.0,48.6,473.53,473.53
GK-11809,Delhi,Pitampura,2025-10-10,4,7.5,19,0.0,26,42.9,65.9,969.4,969.4
GK-10301,Chennai,Porur,2025-10-04,5,8.2,19,26.7,89,35.0,79.8,1062.05,1062.05
GK-11827,Delhi,Connaught Place,2025-10-14,1,8.4,23,0.0,142,32.6,34.1,1193.89,1193.89
GK-10644,Delhi,Dwarka,2025-10-18,5,10.1,15,0.0,176,42.6,62.7,1229.86,1229.86
GK-10000,Mumbai,Bandra,2025-11-07,4,9.5,19,0.0,22,32.7,48.9,779.16,779.16
GK-11762,Mumbai,Thane,2026-01-01,3,8.9,25,0.0,117,19.5,61.9,1211.83,1211.83
GK-10662,Delhi,Janakpuri,2026-03-15,6,11.2,19,0.0,153,45.5,52.2,1814.28,1814.28
GK-11287,Mumbai,Goregaon,2025-12-17,2,8.6,17,0.0,20,29.7,68.9,994.94,994.94
GK-10166,Mumbai,Navi Mumbai,2026-02-02,0,9.4,16,0.0,142,23.6,42.3,1392.28,1392.28
GK-10128,Mumbai,Andheri,2025-10-07,1,12.2,22,0.0,85,31.5,60.0,2038.16,2038.16
GK-11919,Mumbai,Powai,2026-03-05,3,9.4,26,0.0,92,36.2,33.6,934.6,934.6
GK-11545,Delhi,Saket,2025-11-06,3,11.5,18,0.0,258,41.3,34.0,807.23,807.23
GK-10178,Mumbai,Kurla,2026-01-14,2,9.3,26,0.0,86,24.3,61.6,900.79,900.79
GK-11200,Mumbai,Borivali,2025-12-15,0,5.4,13,0.0,95,19.0,34.3,810.4,810.4
GK-10569,Mumbai,Borivali,2026-02-18,2,10.9,22,0.0,185,23.6,56.9,1233.88,1233.88
GK-11040,Mumbai,Borivali,2026-03-13,4,9.9,20,0.0,221,33.8,68.5,1181.26,1181.26
GK-10756,Mumbai,Kurla,2025-12-24,2,11.1,22,0.0,43,28.9,58.8,1264.51,1264.51
GK-11941,Chennai,Adyar,2025-11-10,0,8.7,18,0.0,188,32.2,74.6,1525.14,1525.14
GK-11058,Mumbai,Thane,2025-10-31,4,9.1,24,0.0,47,29.3,47.0,822.38,822.38
GK-11199,Chennai,Mylapore,2026-03-15,6,8.8,18,0.0,167,32.2,63.4,944.41,944.41
GK-10980,Mumbai,Andheri,2025-10-13,0,7.4,12,0.0,152,30.6,49.8,883.18,883.18
GK-11779,Mumbai,Thane,2025-11-11,1,11.7,25,0.0,212,27.6,67.2,1162.87,1162.87
GK-11243,Chennai,Porur,2026-01-26,0,8.8,20,0.0,169,28.9,63.1,977.37,977.37
GK-10325,Delhi,Karol Bagh,2025-10-17,4,9.6,15,1.7,107,42.9,34.2,1037.02,1037.02
GK-11171,Mumbai,Thane,2025-12-20,5,8.6,13,10.4,203,26.3,54.6,1216.27,1216.27
GK-10641,Chennai,Adyar,2026-01-30,4,8.1,19,0.0,143,31.0,63.6,924.8,924.8
GK-11170,Delhi,Chandni Chowk,2025-10-10,4,14.0,30,2.4,164,39.6,43.1,846.73,846.73
GK-11050,Mumbai,Kurla,2026-03-28,5,9.5,27,1.8,83,26.1,55.5,1131.92,1131.92
GK-10934,Chennai,Adyar,2025-11-30,6,12.6,26,8.1,121,30.2,68.0,2269.2,2269.2
GK-10814,Delhi,Karol Bagh,2025-11-21,4,14.0,27,0.0,429,35.5,54.0,1411.46,1411.46
GK-11709,Chennai,Chromepet,2026-03-26,3,8.3,17,0.0,159,33.5,33.3,753.47,753.47
GK-11916,Delhi,Chandni Chowk,2025-10-02,3,13.7,35,6.0,135,34.0,48.1,1123.82,1123.82
GK-11210,Mumbai,Goregaon,2025-10-27,0,10.3,23,0.0,82,27.4,43.7,1248.52,1248.52
GK-11314,Delhi,Karol Bagh,2026-01-09,4,7.4,12,0.0,324,38.3,30.9,948.19,948.19
GK-10483,Chennai,Chromepet,2025-11-01,5,7.8,12,0.0,166,30.2,92.4,1224.66,1224.66
GK-11256,Chennai,Mylapore,2026-03-03,1,6.6,9,0.0,64,38.0,63.0,1099.36,1099.36
GK-11409,Mumbai,Powai,2025-11-13,3,4.7,8,0.0,129,29.8,40.0,373.87,373.87
GK-11330,Delhi,Karol Bagh,2026-01-08,3,14.0,24,0.0,422,29.0,67.1,1759.21,1759.21
GK-10958,Delhi,Saket,2026-03-18,2,8.7,20,0.0,39,34.5,33.9,1072.03,1072.03
GK-10727,Mumbai,Andheri,2026-01-08,3,10.0,16,0.0,20,23.6,30.1,1768.04,1768.04
GK-10682,Mumbai,Andheri,2026-02-19,3,8.8,16,0.0,137,21.2,56.5,773.83,773.83
GK-10603,Delhi,Dwarka,2025-11-14,4,13.6,22,2.5,440,27.9,66.7,962.43,962.43
GK-10833,Chennai,Velachery,2025-12-04,3,7.0,16,7.5,136,33.0,61.4,941.42,941.42
GK-11130,Delhi,Chandni Chowk,2026-02-23,0,11.7,20,0.0,103,18.9,38.3,1451.43,1451.43
GK-11892,Chennai,Guindy,2025-10-08,2,10.9,24,0.0,175,35.0,63.2,1282.4,1282.4
GK-10286,Mumbai,Andheri,2025-10-01,2,11.4,20,0.0,23,36.0,42.9,1133.19,1133.19
GK-10253,Mumbai,Andheri,2026-03-19,3,7.2,20,0.0,63,32.4,61.9,1199.07,1199.07
GK-11691,Delhi,Lajpat Nagar,2025-11-02,6,10.7,17,0.0,288,24.5,38.9,1495.34,1495.34
GK-11761,Mumbai,Dadar,2025-11-20,3,10.2,23,0.0,142,34.4,33.0,1500.81,1500.81
GK-10998,Mumbai,Thane,2026-01-18,6,10.3,30,0.0,106,25.8,50.3,1224.96,1224.96
GK-10023,Mumbai,Powai,2026-03-17,1,7.9,22,0.0,173,34.1,63.8,1192.45,1192.45
GK-10924,Delhi,Janakpuri,2026-03-04,2,6.7,17,0.0,145,41.6,39.9,998.23,998.23
GK-11197,Mumbai,Borivali,2026-02-12,3,3.7,10,0.0,69,26.4,49.7,484.2,484.2
GK-10931,Chennai,Velachery,2026-03-25,2,8.3,20,0.0,71,28.9,55.2,942.1,942.1
GK-10508,Delhi,Saket,2025-11-18,1,8.6,17,11.2,418,27.2,68.3,1090.65,1090.65
GK-10837,Mumbai,Dadar,2025-10-05,6,7.3,20,0.0,87,34.8,43.9,1252.3,1252.3
GK-10834,Mumbai,Thane,2025-11-09,6,10.6,26,0.0,159,31.6,56.0,1957.97,1957.97
GK-11462,Chennai,Anna Nagar,2026-03-03,1,8.2,23,0.0,129,29.2,41.7,746.81,746.81
GK-10279,Chennai,Chromepet,2025-12-29,0,6.3,13,0.0,163,28.9,54.9,508.22,508.22
GK-11216,Delhi,Karol Bagh,2025-11-06,3,8.9,19,0.0,371,23.4,63.9,1119.79,1119.79
GK-10706,Mumbai,Thane,2025-10-11,5,14.0,29,0.3,37,34.2,32.8,1700.79,1700.79
GK-11945,Chennai,Porur,2025-12-27,5,13.4,37,10.1,163,28.2,94.6,1809.64,1809.64
GK-10348,Chennai,Anna Nagar,2025-10-26,6,12.7,24,0.0,137,29.2,53.6,1111.64,1111.64
GK-10642,Mumbai,Borivali,2026-01-03,5,11.3,21,4.2,112,29.5,62.3,1809.17,1809.17
GK-11313,Chennai,Guindy,2025-11-07,4,10.5,30,0.0,72,36.1,61.0,1359.87,1359.87
GK-11305,Mumbai,Bandra,2025-11-11,1,7.8,18,0.0,157,31.5,37.9,850.84,850.84
GK-11512,Chennai,Adyar,2025-12-30,1,8.0,23,0.0,125,28.7,74.2,1184.09,1184.09
GK-11760,Delhi,Nehru Place,2026-03-07,5,13.4,21,0.0,95,23.9,58.0,2027.54,2027.54
GK-11833,Delhi,Dwarka,2026-01-29,3,7.9,15,0.0,244,18.8,63.6,834.52,834.52
GK-10510,Delhi,Chandni Chowk,2026-02-04,2,12.4,21,0.0,236,26.9,46.8,1259.57,1259.57
GK-10546,Mumbai,Goregaon,2025-10-26,6,10.7,23,0.0,59,32.0,44.9,1789.55,1789.55
GK-11970,Chennai,Mylapore,2025-11-10,0,8.8,17,9.4,235,28.6,50.3,1075.18,1075.18
GK-10747,Chennai,Porur,2026-02-19,3,11.6,34,0.0,68,29.1,52.9,1912.43,1912.43
GK-11578,Delhi,Pitampura,2026-02-16,0,11.1,23,3.0,78,41.2,41.3,1528.59,1528.59
GK-11381,Mumbai,Powai,2026-01-09,4,10.5,30,0.0,91,28.2,66.6,1165.68,1165.68
GK-11822,Chennai,Chromepet,2025-11-01,5,14.0,24,0.0,166,30.2,92.4,1166.52,1166.52
GK-10530,Mumbai,Navi Mumbai,2025-12-13,5,13.3,21,0.0,68,24.5,62.1,1343.12,1343.12
GK-10065,Chennai,Sholinganallur,2026-01-11,6,13.1,23,0.0,70,23.8,46.7,1791.55,1791.55
GK-11101,Chennai,Adyar,2026-01-05,0,13.0,32,0.0,132,28.3,46.1,1232.62,1232.62
GK-11919,Mumbai,Powai,2025-10-05,6,8.6,24,0.0,120,27.3,31.1,934.1,934.1
GK-11040,Mumbai,Borivali,2026-01-06,1,9.8,22,0.0,200,21.4,41.1,1010.49,1010.49
GK-11312,Delhi,Chandni Chowk,2026-02-03,1,7.4,19,0.0,207,18.8,54.7,1136.4,1136.4
GK-10970,Mumbai,Dadar,2025-11-30,6,10.9,19,0.0,101,26.3,64.6,960.59,960.59
GK-10144,Chennai,Anna Nagar,2025-12-04,3,8.8,26,0.0,75,29.3,68.4,636.61,636.61
GK-11771,Mumbai,Powai,2025-10-04,5,8.8,22,0.0,147,25.4,38.2,1193.62,1193.62
GK-10918,Chennai,Chromepet,2026-01-29,3,11.6,34,0.0,44,28.6,59.7,1580.7,1580.7
GK-11989,Mumbai,Bandra,2026-02-15,6,14.0,39,0.0,200,28.1,46.5,2234.82,2234.82
GK-11490,Mumbai,Malad,2026-02-23,0,9.5,21,0.0,69,32.4,67.2,1435.34,1435.34
GK-11558,Delhi,Connaught Place,2026-01-24,5,7.8,20,1.6,372,19.1,66.9,1173.67,1173.67
GK-11731,Mumbai,Malad,2025-10-14,1,11.2,30,0.0,139,31.8,38.7,1526.61,1526.61
GK-11904,Chennai,Chromepet,2026-01-26,0,11.0,21,0.0,20,25.3,63.6,1383.09,1383.09
GK-11882,Delhi,Janakpuri,2025-11-08,5,12.9,28,1.6,391,24.1,61.0,1431.99,1431.99
GK-10036,Mumbai,Malad,2025-10-10,4,8.4,18,0.0,110,31.4,35.3,664.1,664.1
GK-10557,Delhi,Janakpuri,2026-01-15,3,12.3,33,0.0,342,18.3,57.0,1681.0,1681.0
GK-11976,Delhi,Lajpat Nagar,2026-03-11,2,13.8,39,0.0,84,40.1,60.3,1623.64,1623.64
GK-11694,Chennai,Mylapore,2026-02-16,0,11.6,26,0.0,75,30.2,65.8,1148.45,1148.45
GK-11458,Chennai,Velachery,2026-01-20,1,11.5,22,8.0,200,33.0,38.4,893.58,893.58
GK-11615,Delhi,Nehru Place,2026-03-05,3,12.4,29,0.0,242,37.5,42.3,1432.86,1432.86
GK-10123,Mumbai,Thane,2025-10-19,6,12.7,19,0.0,139,30.8,43.5,1328.0,1328.0
GK-11043,Delhi,Karol Bagh,2026-01-08,3,5.8,9,0.0,422,29.0,67.1,615.59,615.59
GK-11501,Chennai,Chromepet,2025-11-30,6,13.3,30,0.0,80,32.7,76.9,1731.65,1731.65
GK-11155,Mumbai,Borivali,2025-10-12,6,10.5,31,0.0,148,29.3,66.4,1604.73,1604.73
GK-10721,Chennai,Guindy,2025-10-12,6,10.5,23,25.4,99,28.0,69.1,846.56,846.56
GK-11454,Delhi,Nehru Place,2026-01-09,4,14.0,33,0.0,316,23.2,57.4,2205.15,2205.15
GK-10277,Chennai,Anna Nagar,2026-01-14,2,10.6,27,0.0,94,26.3,55.4,1000.31,1000.31
GK-11347,Chennai,Guindy,2026-02-08,6,11.6,25,0.0,116,26.0,45.7,1634.45,1634.45
GK-11398,Chennai,Velachery,2025-11-11,1,12.8,30,0.0,192,29.7,78.4,1271.36,1271.36
GK-11069,Mumbai,Navi Mumbai,2026-01-05,0,9.0,18,0.0,174,23.6,49.3,1278.84,1278.84
GK-11634,Delhi,Saket,2025-12-20,5,11.4,25,0.0,398,28.1,47.8,1387.15,1387.15
GK-10824,Mumbai,Dadar,2025-10-15,2,9.2,15,0.0,153,33.2,57.6,1021.91,1021.91
GK-11195,Chennai,T. Nagar,2025-10-09,3,10.2,17,71.0,48,32.7,58.8,1395.77,1395.77
GK-10764,Delhi,Karol Bagh,2026-02-06,4,3.7,8,0.0,173,24.4,67.5,284.52,284.52
GK-11314,Delhi,Karol Bagh,2026-03-04,2,9.0,23,0.0,88,40.7,66.8,1329.22,1329.22
GK-10587,Delhi,Lajpat Nagar,2025-11-23,6,8.6,24,0.0,314,36.5,38.4,956.93,956.93
GK-11892,Chennai,Guindy,2026-01-28,2,11.1,22,0.0,109,26.8,37.2,1224.94,1224.94
GK-11365,Chennai,Velachery,2025-10-21,1,13.4,26,0.0,81,28.1,69.0,1592.45,1592.45
GK-11833,Delhi,Dwarka,2026-03-02,0,6.5,15,17.3,79,29.7,69.5,669.32,669.32
GK-11604,Chennai,Mylapore,2025-11-18,1,8.3,21,0.0,175,28.6,91.3,987.59,987.59
GK-11643,Delhi,Lajpat Nagar,2026-01-22,3,14.0,41,0.0,383,17.4,33.2,1181.4,1181.4
GK-10999,Mumbai,Malad,2025-12-15,0,13.6,33,0.0,85,31.7,52.1,1257.79,1257.79
GK-11151,Chennai,Anna Nagar,2026-03-03,1,6.1,12,0.0,129,29.2,41.7,594.99,594.99
GK-10241,Chennai,T. Nagar,2025-12-01,0,11.7,21,6.3,184,28.1,52.5,846.36,846.36
GK-10018,Delhi,Chandni Chowk,2025-10-05,6,11.3,27,2.2,83,26.8,53.7,1712.79,1712.79
GK-10874,Delhi,Chandni Chowk,2026-03-01,6,10.3,25,0.0,162,44.4,55.5,952.6,952.6
GK-11072,Delhi,Karol Bagh,2026-01-06,1,13.5,31,0.0,302,30.5,45.3,1464.82,1464.82
GK-11902,Chennai,Guindy,2025-10-13,0,7.3,20,35.7,122,35.6,70.8,547.59,547.59
GK-11900,Mumbai,Borivali,2026-01-03,5,12.0,30,4.2,112,29.5,62.3,1439.92,1439.92
GK-11458,Chennai,Velachery,2026-02-05,3,10.1,30,0.0,168,27.0,46.4,675.46,675.46
GK-11548,Delhi,Nehru Place,2025-11-15,5,11.8,27,0.0,206,30.1,47.8,1381.38,1381.38
GK-10142,Mumbai,Thane,2026-03-09,0,6.3,11,0.0,171,35.6,69.5,924.3,924.3
GK-11786,Chennai,Sholinganallur,2026-02-27,4,11.8,22,0.0,70,33.2,43.4,1080.91,1080.91
GK-10191,Chennai,Mylapore,2026-01-31,5,12.8,20,0.0,266,29.3,32.4,2016.72,2016.72
GK-10328,Chennai,Guindy,2025-12-09,1,9.0,16,0.0,122,28.2,60.3,1018.53,1018.53
GK-11133,Chennai,Chromepet,2026-02-10,1,7.2,18,0.0,137,30.2,56.5,954.71,954.71
GK-10571,Mumbai,Borivali,2025-11-10,0,8.3,22,0.0,132,27.0,66.8,999.62,999.62
GK-10219,Delhi,Lajpat Nagar,2025-11-16,6,6.4,10,0.0,496,35.5,49.4,649.94,649.94
GK-11624,Chennai,Chromepet,2026-03-27,4,9.6,17,0.0,104,35.8,32.4,545.66,545.66
GK-11471,Delhi,Pitampura,2025-12-18,3,12.3,36,0.6,346,34.3,32.6,1966.25,1966.25
GK-11358,Mumbai,Navi Mumbai,2025-12-09,1,9.4,16,0.0,116,23.0,52.2,850.47,850.47
GK-11547,Delhi,Pitampura,2026-03-26,3,12.9,20,0.0,31,45.6,43.9,950.67,950.67
GK-10989,Chennai,Anna Nagar,2026-03-27,4,9.6,26,0.0,155,37.0,56.0,1398.31,1398.31
GK-11899,Delhi,Janakpuri,2025-10-16,3,12.7,25,0.0,58,33.6,48.1,1706.09,1706.09
GK-11254,Delhi,Rohini,2026-03-11,2,7.5,17,0.0,132,35.1,52.1,616.68,616.68
GK-11499,Mumbai,Kurla,2025-12-04,3,7.4,17,0.0,102,21.9,56.3,1117.18,1117.18
GK-11565,Chennai,T. Nagar,2025-10-30,3,13.8,40,5.9,172,36.5,68.3,1894.2,1894.2
GK-10833,Chennai,Velachery,2025-10-02,3,7.6,15,5.1,110,35.1,79.5,960.32,960.32
GK-10844,Delhi,Chandni Chowk,2026-01-06,1,8.0,12,0.0,337,31.0,61.3,1005.72,1005.72
GK-11510,Delhi,Lajpat Nagar,2025-12-18,3,14.0,26,4.0,311,37.3,66.0,1555.05,1555.05
GK-10334,Mumbai,Kurla,2025-12-20,5,4.3,12,0.0,49,31.2,39.0,378.77,378.77
GK-10388,Chennai,Mylapore,2026-03-28,5,13.1,21,0.0,89,31.2,67.8,1158.4,1158.4
GK-11579,Chennai,Chromepet,2026-01-14,2,5.2,14,0.0,116,30.4,52.1,732.62,732.62
GK-10908,Chennai,Sholinganallur,2026-01-09,4,13.9,31,0.0,66,30.4,44.4,1685.91,1685.91
GK-11075,Chennai,T. Nagar,2025-12-16,1,6.4,14,0.0,146,27.9,63.0,550.03,550.03
GK-11918,Chennai,T. Nagar,2026-03-13,4,7.0,13,0.0,183,29.8,62.0,706.99,706.99
GK-10692,Chennai,Adyar,2025-11-13,3,8.3,21,51.7,63,29.8,84.3,859.73,859.73
GK-10370,Delhi,Lajpat Nagar,2025-10-12,6,14.0,37,0.0,123,40.4,49.9,1667.03,1667.03
GK-10669,Mumbai,Dadar,2025-11-02,6,9.0,15,0.2,98,33.4,57.6,1307.75,1307.75
GK-10074,Delhi,Rohini,2026-01-05,0,10.9,18,0.0,427,30.4,36.5,1279.55,1279.55
GK-11619,Chennai,T. Nagar,2026-02-07,5,8.6,24,0.0,106,32.4,53.8,1443.46,1443.46
GK-10606,Mumbai,Thane,2025-12-12,4,7.1,14,0.0,193,29.8,32.8,796.69,796.69
GK-10105,Chennai,Porur,2026-03-10,1,12.3,33,0.0,87,30.7,36.0,1896.69,1896.69
GK-10773,Chennai,Porur,2026-03-14,5,7.2,11,0.0,207,29.0,43.3,722.92,722.92
GK-10566,Chennai,Anna Nagar,2025-12-25,3,11.8,18,0.6,119,24.8,50.9,772.96,772.96
GK-10697,Mumbai,Goregaon,2026-02-11,2,8.4,14,0.0,72,26.9,40.4,781.28,781.28
GK-10188,Delhi,Dwarka,2025-12-20,5,12.2,19,0.0,264,32.2,47.4,1835.1,1835.1
GK-11036,Chennai,Anna Nagar,2025-12-25,3,11.3,23,0.6,119,24.8,50.9,1460.79,1460.79
GK-11108,Delhi,Lajpat Nagar,2026-02-23,0,7.9,14,0.0,236,24.5,39.4,847.66,847.66
GK-10116,Chennai,Velachery,2025-11-10,0,8.5,16,0.0,117,30.9,51.8,984.31,984.31
GK-11474,Chennai,Sholinganallur,2026-02-08,6,10.6,22,0.0,123,20.8,61.1,1356.27,1356.27
GK-10087,Mumbai,Thane,2026-02-07,5,10.5,27,0.0,96,20.9,55.0,1510.61,1510.61
GK-10601,Delhi,Pitampura,2026-01-15,3,13.3,39,0.0,259,20.0,56.7,1974.83,1974.83
GK-10814,Delhi,Karol Bagh,2026-01-20,1,9.6,21,0.0,370,36.2,51.2,1061.75,1061.75
GK-11372,Mumbai,Malad,2025-10-16,3,11.5,21,0.0,127,28.2,65.4,1717.43,1717.43
GK-10479,Mumbai,Navi Mumbai,2026-01-21,2,8.3,24,0.0,61,22.4,56.9,1401.97,1401.97
GK-10321,Delhi,Lajpat Nagar,2025-12-20,5,12.5,23,0.0,257,33.7,43.2,1308.42,1308.42
GK-10373,Chennai,Velachery,2026-03-24,1,9.9,22,0.0,48,34.5,30.3,1077.88,1077.88
GK-11667,Delhi,Lajpat Nagar,2026-02-06,4,12.9,27,0.0,108,35.6,57.0,1806.31,1806.31
GK-11761,Mumbai,Dadar,2026-01-04,6,10.3,22,0.0,37,28.1,61.2,1939.57,1939.57
GK-10226,Mumbai,Powai,2026-01-12,0,10.5,18,0.0,87,29.9,45.7,1107.21,1107.21
GK-11775,Delhi,Chandni Chowk,2025-10-14,1,7.7,22,0.0,139,26.4,42.3,918.88,918.88
GK-10554,Mumbai,Dadar,2026-01-26,0,11.9,28,0.0,89,20.0,54.5,1791.59,1791.59
